data,valor
2021-07-01,99.83515
2021-08-01,99.19471
2021-09-01,97.10229
2021-10-01,96.5306
2021-11-01,97.85541
2021-12-01,99.31872
2022-01-01,91.67792
2022-02-01,95.6409
2022-03-01,104.52811
2022-04-01,100.22885
2022-05-01,99.74864
2022-06-01,99.3134
2022-07-01,103.95829
2022-08-01,104.51622
2022-09-01,101.18649
2022-10-01,100.08007
2022-11-01,99.15338
2022-12-01,99.96775
2023-01-01,95.09765
2023-02-01,98.65175
2023-03-01,110.6159
2023-04-01,104.03928
2023-05-01,102.71672
2023-06-01,102.2809
2023-07-01,105.34289
2023-08-01,106.05936
2023-09-01,101.75832
2023-10-01,101.93091
2023-11-01,101.68306
2023-12-01,101.68292
2024-01-01,99.29383
2024-02-01,102.15169
2024-03-01,109.56886
2024-04-01,109.2559
2024-05-01,104.71434
2024-06-01,105.86962
2024-07-01,111.51388
2024-08-01,110.06483
2024-09-01,107.08167
2024-10-01,109.18693
2024-11-01,105.49025
2024-12-01,104.15997
2025-01-01,102.72834
2025-02-01,106.92609
2025-03-01,114.11998
2025-04-01,112.69428
2025-05-01,108.65566
2025-06-01,107.4594
2025-07-01,113.21721
2025-08-01,110.47825
2025-09-01,109.57602
2025-10-01,110.16742
2025-11-01,106.69062
2025-12-01,107.27827
2026-01-01,103.80093
2026-02-01,106.7205
2026-03-01,117.92682
2026-04-01,113.72712
