data,valor
2020-01-31,1403790404.0
2020-02-29,1100829789.0
2020-03-31,1210250230.0
2020-04-30,1294507652.0
2020-05-31,2181033837.0
2020-06-30,2412322052.0
2020-07-31,2767049867.0
2020-08-31,2730888479.0
2020-09-30,3022879474.0
2020-10-31,3528919974.0
2020-11-30,2509518010.0
2020-12-31,2510942963.0
2021-01-31,1752454277.0
2021-02-28,1455419822.0
2021-03-31,1675279908.0
2021-04-30,1436535479.0
2021-05-31,2265562667.0
2021-06-30,2515170272.0
2021-07-31,2222606826.0
2021-08-31,2251290975.0
2021-09-30,2319567427.0
2021-10-31,2086714220.0
2021-11-30,2360178128.0
2021-12-31,1654867162.0
2022-01-31,1103682815.0
2022-02-28,1502639613.0
2022-03-31,1263035858.0
2022-04-30,1180192577.0
2022-05-31,1471468497.0
2022-06-30,2104544518.0
2022-07-31,2574294786.0
2022-08-31,2682675171.0
2022-09-30,2579438151.0
2022-10-31,2809715849.0
2022-11-30,2971985636.0
2022-12-31,1871595469.0
2023-01-31,1800221820.0
2023-02-28,884915884.0
2023-03-31,1608734943.0
2023-04-30,846156921.0
2023-05-31,2164024311.0
2023-06-30,2505303194.0
2023-07-31,2505268039.0
2023-08-31,3136849987.0
2023-09-30,2754419869.0
2023-10-31,2374291792.0
2023-11-30,3130898016.0
2023-12-31,3324032369.0
2024-01-31,2647746148.0
2024-02-29,2568491055.0
2024-03-31,2227912943.0
2024-04-30,1607444664.0
2024-05-31,2514033713.0
2024-06-30,2751843069.0
2024-07-31,3309044427.0
2024-08-31,3484809999.0
2024-09-30,3438341450.0
2024-10-31,3378622460.0
2024-11-30,3052574769.0
2024-12-31,2493728579.0
2025-01-31,1729579090.0
2025-02-28,1506619823.0
2025-03-31,1518819867.0
2025-04-30,1354469551.0
2025-05-31,2012588471.0
2025-06-30,3018405673.0
2025-07-31,3129954573.0
2025-08-31,3283167865.0
2025-09-30,2905176402.0
2025-10-31,3604402385.0
2025-11-30,2924278368.0
2025-12-31,2468804719.0
2026-01-31,1693480220.0
2026-02-28,1982573452.0
2026-03-31,1551914338.0
2026-04-30,958119849.0
2026-05-31,1806544416.0
2026-06-30,2770311509.0
2026-07-31,2529930057.0
2026-08-31,2221291720.0
