data,valor
2020-01-31,19690000.0
2020-02-29,58738809.0
2020-03-31,27555840.0
2020-04-30,33500000.0
2020-05-31,43028380.0
2020-06-30,89762000.0
2020-07-31,126176730.0
2020-08-31,78913420.0
2020-09-30,50835580.0
2020-10-31,97310640.0
2020-11-30,122462320.0
2020-12-31,74006310.0
2021-01-31,82144932.0
2021-02-28,50518520.0
2021-03-31,79182570.0
2021-04-30,40206110.0
2021-05-31,117515270.0
2021-06-30,151299570.0
2021-07-31,108993100.0
2021-08-31,42055150.0
2021-09-30,48947460.0
2021-10-31,56814630.0
2021-11-30,72830690.0
2021-12-31,12822120.0
2022-01-31,9081570.0
2022-02-28,43655670.0
2022-03-31,100046830.0
2022-04-30,85292507.0
2022-05-31,81919350.0
2022-06-30,49850840.0
2022-07-31,7512380.0
2022-08-31,9400000.0
2022-09-30,8913000.0
2022-10-31,13568090.0
2022-11-30,4732000.0
2022-12-31,5024000.0
2023-01-31,6355010.0
2023-02-28,57384724.0
2023-03-31,20601770.0
2023-05-31,51608.0
2023-07-31,8795330.0
2023-08-31,6732000.0
2023-09-30,31248340.0
2023-10-31,28450000.0
2023-12-31,21400000.0
2024-01-31,122542900.0
2024-02-29,35693650.0
2024-03-31,41978010.0
2024-04-30,165650000.0
2024-05-31,158078000.0
2024-06-30,141498000.0
2024-07-31,86770020.0
2024-08-31,50170500.0
2024-09-30,15000000.0
2024-11-30,3158000.0
2024-12-31,417550.0
2025-01-31,59700000.0
2025-02-28,27580000.0
2025-03-31,18540000.0
2025-04-30,34635001.0
2025-05-31,77892870.0
2025-06-30,101734000.0
2025-07-31,136311205.0
2025-08-31,158915930.0
2025-09-30,111828280.0
2025-10-31,128171850.0
2025-11-30,93009550.0
2025-12-31,20265000.0
2026-01-31,54353930.0
2026-02-28,65302670.0
2026-03-31,158260880.0
2026-04-30,89900000.0
2026-05-31,92940000.0
2026-06-30,62832000.0
2026-07-31,62866000.0
2026-08-31,109088024.0
