data,valor
2021-07-31,141.800003
2021-08-31,136.330002
2021-09-30,127.400002
2021-10-31,111.199997
2021-11-30,108.800003
2021-12-31,113.300003
2022-01-31,117.0
2022-02-28,111.040001
2022-03-31,120.940002
2022-04-30,110.599998
2022-05-31,109.300003
2022-06-30,91.330002
2022-07-31,95.650002
2022-08-31,106.800003
2022-09-30,105.440002
2022-10-31,112.5
2022-11-30,99.980003
2022-12-31,96.519997
2023-01-31,99.440002
2023-02-28,88.360001
2023-03-31,87.82
2023-04-30,89.0
2023-05-31,100.5
2023-06-30,109.5
2023-07-31,112.900002
2023-08-31,104.199997
2023-09-30,101.639999
2023-10-31,94.199997
2023-11-30,106.349998
2023-12-31,113.199997
2024-01-31,106.370003
2024-02-29,106.5
2024-03-31,109.0
2024-04-30,100.5
2024-05-31,96.870003
2024-06-30,96.449997
2024-07-31,98.5
2024-08-31,102.769997
2024-09-30,97.959999
2024-10-31,97.25
2024-11-30,93.32
2024-12-31,85.949997
2025-01-31,91.400002
2025-02-28,87.599998
2025-03-31,93.419998
2025-04-30,101.5
2025-05-31,107.639999
2025-06-30,109.029999
2025-07-31,101.919998
2025-08-31,107.43
2025-09-30,109.669998
2025-10-31,110.059998
2025-11-30,116.489998
2025-12-31,112.449997
2026-01-31,123.800003
2026-02-28,126.379997
2026-03-31,120.0
2026-04-30,115.760002
2026-05-31,110.989998
2026-06-30,107.980003
2026-07-31,108.419998
