data,comex_exportacoes_fob_usd,comex_importacoes_fob_usd,comex_saldo_comercial_usd,comex_corrente_comercio_usd,comex_exportacoes_kg,comex_importacoes_kg,comex_importacoes_frete_usd,comex_importacoes_seguro_usd,comex_importacoes_cif_usd,acucares_cana_exp_fob,acucares_cana_exp_kg,acucares_cana_imp_fob,acucares_cana_imp_kg,cafe_nao_torrado_exp_fob,cafe_nao_torrado_exp_kg,cafe_nao_torrado_imp_fob,cafe_nao_torrado_imp_kg,carne_bovina_congelada_exp_fob,carne_bovina_congelada_exp_kg,carne_bovina_congelada_imp_fob,carne_bovina_congelada_imp_kg,celulose_nao_coniferas_exp_fob,celulose_nao_coniferas_exp_kg,celulose_nao_coniferas_imp_fob,celulose_nao_coniferas_imp_kg,fuel_oil_exp_fob,fuel_oil_exp_kg,fuel_oil_imp_fob,fuel_oil_imp_kg,milho_em_grao_exp_fob,milho_em_grao_exp_kg,milho_em_grao_imp_fob,milho_em_grao_imp_kg,minerio_ferro_nao_aglomerado_exp_fob,minerio_ferro_nao_aglomerado_exp_kg,minerio_ferro_nao_aglomerado_imp_fob,minerio_ferro_nao_aglomerado_imp_kg,oleos_brutos_petroleo_exp_fob,oleos_brutos_petroleo_exp_kg,oleos_brutos_petroleo_imp_fob,oleos_brutos_petroleo_imp_kg,residuos_oleo_soja_exp_fob,residuos_oleo_soja_exp_kg,residuos_oleo_soja_imp_fob,residuos_oleo_soja_imp_kg,soja_exceto_semeadura_exp_fob,soja_exceto_semeadura_exp_kg,soja_exceto_semeadura_imp_fob,soja_exceto_semeadura_imp_kg
2024-08-31,28736329972,24219210009,4517119963,52955539981,71671761965,17627190679,1502819902,21967343,25743997254,1564959949.0,3484809999.0,288007.0,204839.0,870350027.0,206556395.0,,,837267947.0,192399781.0,11666265.0,1612250.0,678927401.0,1107684190.0,109418.0,173906.0,752323374.0,1374140483.0,4660540.0,8000000.0,1163756946.0,6060494145.0,32626083.0,193522950.0,2196923943.0,32001256500.0,4488.0,102.0,3587288642.0,6978723511.0,599359392.0,924423729.0,601574873.0,1510523183.0,,,3493147045.0,8037754442.0,19923274.0,50170500.0
2024-09-30,28471402288,23391814867,5079587421,51863217155,71989578439,17357163569,1505542551,20912126,24918269544,1557054443.0,3438341450.0,167718.0,122579.0,1070565126.0,242988073.0,,,978054618.0,220899190.0,10313017.0,1397589.0,906176532.0,1495947091.0,1317166.0,2328611.0,525690472.0,974789968.0,1182685.0,2000000.0,1229524843.0,6415287582.0,33696915.0,201439760.0,2189402037.0,34384727029.0,1061.0,0.0,3020437115.0,5911264815.0,717625525.0,1182171484.0,504258111.0,1288141163.0,,,2583201362.0,6104264592.0,6176510.0,15000000.0
2024-10-31,29300866189,25209647872,4091218317,54510514061,71406054242,18626111446,1632783730,20610233,26863041835,1585518110.0,3378622460.0,214719.0,163397.0,1307749175.0,279213668.0,,,1105254190.0,240906871.0,14737235.0,1673371.0,902953163.0,1665833512.0,1149888.0,2123187.0,668255286.0,1292202097.0,1703191.0,3000000.0,1245642767.0,6397153617.0,45096918.0,271489220.0,1980072731.0,32700538905.0,,,3679669622.0,7552530143.0,766124352.0,1338170088.0,705484459.0,1800580379.0,,,2023689238.0,4709738981.0,,
2024-11-30,27857365197,21110834322,6746530875,48968199519,65254758752,14525738297,1376340020,16137790,22503312132,1441501913.0,3052574769.0,110855.0,82367.0,1372118696.0,285249947.0,,,947185029.0,197944306.0,14648244.0,1732195.0,786690024.0,1513919492.0,209929.0,261351.0,499081410.0,932177375.0,10005396.0,18000000.0,963293711.0,4720852284.0,52008037.0,305743360.0,2052355790.0,31417130551.0,2346.0,1500.0,4515628424.0,8953536571.0,789412860.0,1357202424.0,514691782.0,1329589878.0,,,1110330677.0,2552798293.0,1224588.0,3158000.0
2024-12-31,24881044787,20245157064,4635887723,45126201851,57398489910,13501243766,1300532200,15797357,21561486621,1170313897.0,2493728579.0,1425.0,324.0,1004088771.0,201847928.0,,,835065074.0,172066147.0,11294095.0,1111045.0,841411807.0,1590221431.0,69936.0,124256.0,461575369.0,906386181.0,4855138.0,8778000.0,897954112.0,4260808179.0,30276915.0,176440330.0,1927004279.0,28294076273.0,150.0,150.0,2227065858.0,4779009893.0,406678650.0,722982678.0,563195210.0,1508437622.0,,,861440309.0,2006053820.0,151362.0,417550.0
2025-01-31,25398231759,23060919404,2337312355,48459151163,60584476836,15528918531,1349350845,22123041,24432393290,822260296.0,1729579090.0,353384.0,265642.0,1327279484.0,245339315.0,5710.0,504.0,754064951.0,152679309.0,13740963.0,1497789.0,934768361.0,1947680684.0,14043.0,12342.0,619527202.0,1223607357.0,2381266.0,4014789.0,779777592.0,3590444436.0,17549905.0,101214730.0,2003534066.0,28829372353.0,1657.0,340.0,4673144797.0,9334147909.0,633572724.0,1096138456.0,488371584.0,1377674053.0,,,433412725.0,1069087162.0,21184490.0,59700000.0
2025-02-28,22753954039,23220906048,-466952009,45974860087,51624629314,12973124624,1106941671,16313313,24344161032,702603333.0,1506619823.0,113893.0,82763.0,1032917761.0,172109852.0,,,765764924.0,159702467.0,14270428.0,1582850.0,642707950.0,1416849957.0,863148.0,1884029.0,680987576.0,1349216536.0,11413131.0,21452883.0,319814566.0,1418993884.0,21777971.0,119193910.0,1583409145.0,24174651180.0,827.0,22240.0,2121317842.0,4284137947.0,473632518.0,777196251.0,473735407.0,1360063481.0,,,2543652430.0,6428316644.0,9580630.0,27580000.0
2025-03-31,28725872006,20989949681,7735922325,49715821687,65011929332,13552151392,1053669065,19919540,22063538286,709783492.0,1518819867.0,137207.0,102275.0,1435205344.0,219190047.0,,,902222153.0,188261173.0,13029688.0,1561322.0,884792643.0,1927058071.0,1239685.0,2672694.0,543527103.0,1104015504.0,6354014.0,12078248.0,206900944.0,870676815.0,26600760.0,138114230.0,1777821380.0,25839112753.0,,,2798659397.0,5761287341.0,602886781.0,1037035067.0,470427496.0,1387009666.0,,,5673615141.0,14657780797.0,6423930.0,18540000.0
2025-04-30,29886134851,22222203309,7663931542,52108338160,69341819195,15468363520,1085800896,23125477,23331129682,620137510.0,1354469551.0,256419.0,190795.0,1249821209.0,173059992.0,26298308.0,4796400.0,1053541378.0,213527342.0,10639907.0,1211661.0,627312104.0,1336699893.0,786423.0,1644971.0,708937495.0,1534021133.0,3905333.0,8000000.0,44810756.0,177254544.0,14828615.0,74125000.0,1837194866.0,27992363703.0,2151.0,1500.0,4339399173.0,9138245184.0,524959892.0,933335109.0,533375808.0,1557072607.0,,,5864208310.0,15271913707.0,12135887.0,34635001.0
2025-05-31,29920080781,22860326366,7059754415,52780407147,74335768570,15344449184,1037474089,22796692,23920597147,887396908.0,2012588471.0,402514.0,306180.0,1213333808.0,170234909.0,375993.0,81600.0,999514599.0,195311678.0,13115903.0,1622492.0,856786322.0,1930016645.0,220910.0,106029.0,475746173.0,1030821148.0,10047914.0,22662893.0,10354912.0,37105092.0,8258634.0,41600000.0,2052204904.0,32371450536.0,,,4209142958.0,9477252839.0,527925790.0,997602718.0,594418366.0,1792415203.0,,,5501158133.0,14099744639.0,27248916.0,77892870.0
2025-06-30,29036249482,23179685930,5856563552,52215935412,74015443872,15016038003,974312830,20745580,24174744340,1277310556.0,3018405673.0,160836.0,122471.0,934049853.0,133862796.0,,,1153157748.0,215767342.0,12874848.0,1422204.0,769046062.0,1802366031.0,282472.0,95740.0,617749773.0,1293500880.0,6326647.0,12000000.0,82651295.0,367476784.0,21961397.0,129747740.0,2204315031.0,34222841109.0,3213.0,1200.0,3511445501.0,7946495583.0,547737454.0,1067147023.0,457907323.0,1396304513.0,,,5337449698.0,13420318538.0,35912090.0,101734000.0
2025-07-31,32128634276,25131360879,6997273397,57259995155,81820666079,17140340187,1061443064,23030203,26215834146,1261283321.0,3129954573.0,215748.0,164895.0,1042861480.0,160973332.0,189166.0,39200.0,1355909925.0,248238799.0,11658034.0,1215103.0,736333935.0,1791636588.0,1588420.0,2753415.0,556504700.0,1136669000.0,23866739.0,48040056.0,492826724.0,2431994723.0,25962735.0,159778890.0,2385487009.0,38659232233.0,120.0,20.0,4032281669.0,8585407770.0,535519313.0,981955812.0,506971172.0,1553243311.0,,,5001850667.0,12257305632.0,48782409.0,136311205.0
2025-08-31,29558633290,23583998523,5974634767,53142631813,81355786963,16785444660,1135211898,18335342,24737545763,1293284623.0,3283167865.0,56309.0,41256.0,883483837.0,142886373.0,,,1329274147.0,240147998.0,11904008.0,1341258.0,627417462.0,1575646693.0,740297.0,786156.0,673631658.0,1446459276.0,11382800.0,25556275.0,1341652839.0,6846759574.0,30947263.0,189780616.0,2410314522.0,37681542821.0,211.0,140.0,4091476347.0,8867353561.0,778894109.0,1360539747.0,471093337.0,1487807715.0,,,3868955860.0,9325161611.0,57331309.0,158915930.0
2025-09-30,30486762259,27345568599,3141193660,57832330858,75759474757,17057560731,1243909948,21793183,28611271730,1131668773.0,2905176402.0,243734.0,184067.0,1190719473.0,195803521.0,,,1556339878.0,280352271.0,11275639.0,1195760.0,664572734.0,1718774672.0,512478.0,290801.0,556723483.0,1229983310.0,10449128.0,24497197.0,1490862581.0,7560437544.0,41233261.0,257144350.0,2325455580.0,34254489391.0,749.0,162.0,3665346306.0,8219960243.0,527996235.0,999569534.0,522505236.0,1650188537.0,,,3103031251.0,7339951057.0,41021990.0,111828280.0
2025-10-31,31508863381,24823891174,6684972207,56332754555,80689691197,17463010828,1171460817,20494590,26015846581,1386420650.0,3604402385.0,108242.0,82331.0,1521520760.0,233087155.0,,,1571644006.0,288232039.0,11641197.0,1127460.0,709937954.0,1682742406.0,572966.0,652074.0,396380363.0,904112261.0,1759033.0,4000000.0,1325675240.0,6495640646.0,38799144.0,244289714.0,2694565903.0,37996324985.0,4047.0,1400.0,3836263644.0,8896641068.0,553722772.0,1067999456.0,477742853.0,1506815038.0,,,2878022046.0,6727671272.0,47534237.0,128171850.0
2025-11-30,28164831149,22404274885,5760556264,50569106034,68137471881,14442750743,990729112,19886771,23414890768,1081503488.0,2924278368.0,81251.0,62100.0,1496748219.0,212150727.0,313917.0,40020.0,1531220565.0,283429642.0,6962161.0,811194.0,735187352.0,1620558177.0,624618.0,779076.0,504562161.0,1195722360.0,7341439.0,18100113.0,1048119059.0,5026865783.0,39475802.0,248459320.0,2403150648.0,32970050219.0,7542.0,4050.0,3475523566.0,8401836624.0,488305399.0,974549664.0,458596996.0,1427152427.0,,,1827759344.0,4197158548.0,34937517.0,93009550.0
2025-12-31,30710215227,21385349027,9324866200,52095564254,77150503445,16102323647,1025226283,23920408,22434495718,906238964.0,2468804719.0,192.0,120.0,1537497035.0,210301796.0,,,1433645667.0,261726596.0,9985068.0,912009.0,750255632.0,1662244059.0,35565.0,4800.0,672319663.0,1578000432.0,5663056.0,14499577.0,1305773548.0,6124177918.0,20044669.0,125523990.0,2613454215.0,37425465360.0,,,3782156727.0,9280876249.0,416713641.0,853711240.0,536663732.0,1596782041.0,,,1498479236.0,3383154737.0,7736815.0,20265000.0
2026-01-31,24576605744,20831691725,3744914019,45408297469,59812186143,14315306356,946935529,19491349,21798118603,619967622.0,1693480220.0,74529.0,61236.0,1013528628.0,141224032.0,,,1130315029.0,206595416.0,8964035.0,821622.0,800477867.0,1704088618.0,1364373.0,1631860.0,473076997.0,1109146007.0,2397723.0,6000000.0,925674649.0,4245185990.0,19110389.0,116981840.0,1843157505.0,26379004618.0,1709.0,800.0,4038657819.0,9958455242.0,319443181.0,683931605.0,514236235.0,1486068163.0,,,821893814.0,1876528754.0,19985046.0,54353930.0
2026-02-28,26276065434,22215553623,4060511811,48491619057,61246580653,13059952654,887917741,21747059,23125218423,713726654.0,1982573452.0,95778.0,81647.0,1020635732.0,141967940.0,449281.0,52000.0,1133141086.0,206062292.0,7959462.0,806491.0,730034161.0,1561280934.0,455311.0,695893.0,597018992.0,1010602233.0,4249876.0,9491032.0,329104188.0,1512529636.0,6026737.0,34072660.0,1840522680.0,26187389970.0,35.0,89.0,3772352332.0,9010206653.0,492997700.0,995889272.0,453018072.0,1323209217.0,,,2897179100.0,7101012525.0,23832614.0,65302670.0
2026-03-31,31767869262,25308911941,6458957321,57076781203,69086532981,15883329662,1095660149,30697751,26435269841,543861591.0,1551914338.0,194000.0,164489.0,997837015.0,151241226.0,,,1146821637.0,201398416.0,10449016.0,1001834.0,687560581.0,1464857437.0,897812.0,1104762.0,936406804.0,1673531500.0,6126004.0,8000000.0,219383824.0,981132619.0,18356006.0,103043600.0,1779291584.0,25768212538.0,2058.0,11560.0,5009496957.0,10115087798.0,724835429.0,1223000998.0,512691101.0,1492590059.0,,,5898197640.0,14518012801.0,56613693.0,158260880.0
2026-04-30,34303112660,23647082379,10656030281,57950195039,75020929456,14068303977,1093353315,26781461,24767217155,344673367.0,958119849.0,95997.0,81647.0,1072315176.0,171392428.0,,,1377324044.0,223553179.0,6561930.0,693226.0,676242194.0,1441275578.0,804726.0,929216.0,941665683.0,1385212710.0,4942088.0,6000000.0,110324742.0,470339259.0,11267058.0,64056000.0,2137280898.0,31609434000.0,6345.0,1155.0,5116324272.0,8148992469.0,667934481.0,867908929.0,632395834.0,1822814124.0,,,6962355250.0,16750088436.0,32196150.0,89900000.0
2026-05-31,31557335963,24118232383,7439103580,55675568346,63575354725,14126830781,1222605122,30748299,25371585804,617450435.0,1806544416.0,96803.0,82398.0,912935086.0,155169290.0,305848.0,37719.0,1524891494.0,237104347.0,6010061.0,491168.0,684348809.0,1440148007.0,1431854.0,1552797.0,626892212.0,953425998.0,7841601.0,9474399.0,61044053.0,249314295.0,7128058.0,40053800.0,1683117561.0,25568797966.0,7414017.0,78827810.0,3632605695.0,5429955351.0,346085097.0,430988678.0,735872995.0,2058375168.0,,,6290576208.0,14825071266.0,33901960.0,92940000.0
2026-06-30,35492956607,26493857835,8999098772,61986814442,82860091366,14024278044,1322948542,23910838,27840717215,938953227.0,2770311509.0,216074.0,184747.0,934557701.0,167705205.0,,,1602350318.0,248837040.0,8385042.0,709333.0,818149165.0,1661442904.0,1169186.0,1569142.0,878000457.0,1353692378.0,3372046.0,4350000.0,97583401.0,434050383.0,15449207.0,89731429.0,2569324747.0,39666979151.0,3681.0,2518.0,5722117993.0,8453060256.0,765186840.0,910582185.0,707759549.0,1980293916.0,,,6266776914.0,14505017737.0,23173174.0,62832000.0
2026-07-31,33723397019,27158319765,6565077254,60881716784,77871209960,16655220670,1471041432,26306646,28655667843,844057652.0,2529930057.0,144209.0,122615.0,813952881.0,152934524.0,6294.0,1560.0,1201408088.0,193061335.0,11239167.0,1022474.0,904164745.0,1733908493.0,1032668.0,904209.0,589861744.0,959864111.0,60.0,24.0,406526270.0,1941216352.0,28986392.0,175804570.0,2131758139.0,35002833875.0,1798.0,1000.0,4737463030.0,7674971451.0,736291615.0,1020215096.0,647927068.0,1830589138.0,,,5869552552.0,13405907808.0,24415856.0,62866000.0
2026-08-31,33157804370,25763862100,7393942270,58921666470,77119199389,14073182023,1548184686,19241881,27331288667,753147930.0,2221291720.0,170442.0,143344.0,1094109253.0,206264157.0,,,967242706.0,162300453.0,9868969.0,942383.0,748163251.0,1412673002.0,1381516.0,1452782.0,893582419.0,1438094595.0,,,1002656682.0,4653100189.0,33273820.0,199281400.0,2051566400.0,34406447895.0,6950029.0,78331372.0,4828191084.0,8379911835.0,547298813.0,797225701.0,646488066.0,1790486389.0,360.0,0.0,4410039153.0,9808807495.0,44621019.0,109088024.0
