data,fonte,nome,grupo,valor,fluxo,metrica_origem,unidade,tipo,descricao,variavel_calculada,formula,frequencia_original,frequencia_final
2026-05-31,Comex Stat/MDIC,comex_corrente_comercio_usd,comercio_exterior,55675568346,calculado,,US$,valor_monetario,Corrente mensal de comércio exterior brasileira.,True,comex_exportacoes_fob_usd + comex_importacoes_fob_usd,mensal,mensal
2026-06-30,Comex Stat/MDIC,comex_corrente_comercio_usd,comercio_exterior,61986814442,calculado,,US$,valor_monetario,Corrente mensal de comércio exterior brasileira.,True,comex_exportacoes_fob_usd + comex_importacoes_fob_usd,mensal,mensal
2026-07-31,Comex Stat/MDIC,comex_corrente_comercio_usd,comercio_exterior,60881716784,calculado,,US$,valor_monetario,Corrente mensal de comércio exterior brasileira.,True,comex_exportacoes_fob_usd + comex_importacoes_fob_usd,mensal,mensal
2026-08-31,Comex Stat/MDIC,comex_corrente_comercio_usd,comercio_exterior,58921666470,calculado,,US$,valor_monetario,Corrente mensal de comércio exterior brasileira.,True,comex_exportacoes_fob_usd + comex_importacoes_fob_usd,mensal,mensal
1997-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3680971118,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-02-28,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3142779857,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3824075802,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4624157101,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4654892460,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4841600876,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5235223160,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5071719487,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4584627988,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4785884731,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3972863432,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1997-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4528699520,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3907773890,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-02-28,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3712105426,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4270735544,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4573738237,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4608298209,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4881133088,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4966901159,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3978706756,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4527631631,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4010526061,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3698225717,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1998-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3940827831,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,2947694137,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-02-28,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3264023488,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3825933128,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3701836009,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4382344317,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4304074451,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4112429031,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4266851497,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4178479790,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4298685972,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3996446244,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
1999-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4667111246,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3446768506,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-02-29,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4120793391,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4467447649,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4170220598,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5060389264,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4850102157,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5000307451,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5516407914,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4705729616,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4634820927,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4374176633,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2000-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4645995542,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4528675856,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-02-28,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4062887664,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5153769468,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4713703708,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5362183737,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5033408207,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4957564819,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5719937959,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4738230423,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4943932135,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4487381285,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2001-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4330618982,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3952038148,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-02-28,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,3652691211,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4251755321,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4612069084,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4424075300,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4064856073,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,6202182481,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5738521055,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,6478828752,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,6456465000,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5102634927,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2002-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5211040751,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4780278337,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-02-28,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,4981697380,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5209857493,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5681705996,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,6363120746,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5851302730,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,6087497688,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,6386781075,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,7255157716,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,7532647324,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5918226834,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2003-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,6728473371,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5785343912,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-02-29,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,5715580929,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,7907130664,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,6581422428,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,7921661037,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,9306490756,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,8962900814,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,9039689359,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,8910068943,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,8177723377,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,8145723119,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2004-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,8667937031,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,7480600323,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-02-28,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,7777720295,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,9258176578,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,9247138198,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,9849729906,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,10220075837,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,11084278042,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,11345352257,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,10658371596,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,9929497189,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,10841578180,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2005-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,10905317006,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,9282148569,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-02-28,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,8757143569,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,11379482701,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,9822123658,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-05-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,10277429381,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-06-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,11441854586,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-07-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,13637840111,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-08-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,13646473652,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-09-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,12556054220,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-10-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,12655903297,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-11-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,11874489874,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2006-12-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,12250207591,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2007-01-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,10966848594,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2007-02-28,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,10107260537,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2007-03-31,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,12858871518,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
2007-04-30,Comex Stat/MDIC,comex_exportacoes_fob_usd,comercio_exterior,12433002581,exportacao,metricFOB,US$ FOB,valor_monetario,Valor mensal total das exportações brasileiras em dólares FOB.,False,,mensal,mensal
